,Category,Message,Cleaned
2121,0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),in xam hall boy ask girl tell start term di answer i den manag after lot hesit n lookin around silent said the intha ponnungal ipaditan
2122,0,Do you know when the result.,do know result
2125,0,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",sorri im get feel realli bad total reject kinda thing
2126,0,You do got a shitload of diamonds though,you got shitload diamond though
2127,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija
2128,0,Well I'm going to be an aunty!,well i go aunti
2129,0,Mine here like all fr china then so noisy.,mine like fr china noisi
2130,0,Later i guess. I needa do mcat study too.,later guess i needa mcat studi
2131,0,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),s train manual show tech process password reset troubleshoot
2132,1,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,your b u voucher w c marsm log onto www b utel com discount credit to opt repli stop custom care call
2133,0,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",spoke uncl john today he strongli feel need sacrific keep he go call when beg listen dont make promis make clear thing easi and need pleas let us work thing as long keep expect help creativ stifl pl keep happi promis part
2135,0,"Carlos took a while (again), we leave in a minute",carlo took leav minut
2136,0,Well done and ! luv ya all ,well done luv ya
2137,0,Then why you came to hostel.,then came hostel
2138,0,K still are you loving me.,k still love
2139,0,But i juz remembered i gotta bathe my dog today..,but juz rememb gotta bath dog today
2140,0,After the drug she will be able to eat.,after drug abl eat
2141,0,Alright took the morphine. Back in yo.,alright took morphin back yo
2142,0,You see the requirements please,you see requir pleas
2143,0,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,you stayin troubl stranger saw dave day sort still bloke u gona get girl mr ur mum still think get getha
2144,1,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,freemsg hey i buffi love satisfi men home alon feel randi repli c pix qlynnbv help p msg send stop stop txt
2146,0,So can collect ur laptop?,so collect ur laptop
2147,0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ok can later show around want cld drink wld prefer spend money nosh mind nxt wk
2148,0,I will once i get home,i get home
2149,0,Waaaat?? Lololo ok next time then!,waaaat lololo ok next time
2150,0,"The table's occupied, I'm waiting by the tree",the tabl occupi i wait tree
2151,0,I surely dont forgot to come:)i will always be in touch in with you:-),i sure dont forgot come alway touch
2152,0,Hi kindly give us back our documents which we submitted for loan from STAPATI,hi kindli give us back document submit loan stapati
2153,0,I dont have i shall buy one dear,i dont shall buy one dear
2154,0,Oh god i am happy to see your message after 3 days,oh god happi see messag day
2155,0,What year. And how many miles.,what year and mani mile
2156,0,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,hey cuti how goe here wale kinda ok there like hill shit still avent kill
2157,0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad stori man last week b day my wife nt wish my parent forgot n kid i went work even colleagu wish as i enter cabin pa said happi b day boss i felt special she askd lunch after lunch invit apart we went she said u mind i go bedroom minut ok i sed sexi mood she came minut latr wid cake n my wife my parent my kidz my friend n my colleagu all scream surpris i wait sofa nake
2158,0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,i think go honesti road call bank tomorrow it tough decis make us great peopl
2159,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,free st week no nokia tone ur mob everi week txt nokia get txting tell ur mate zed pobox w wq norm p tone
2160,0,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,no it specialis can work slave labor will look month sha co shakara beggar
2161,0,Is she replying. Has boye changed his phone number,is repli ha boy chang phone number
2163,0,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,hi darlin im way london smash anoth driver big dent im realli miss u u xxx
2164,0,"Nothing really, just making sure everybody's up to speed",noth realli make sure everybodi speed
2165,0,I'm not coming home 4 dinner.,i come home dinner
2166,0,"Thank you. And by the way, I just lost.",thank and way i lost
2167,0,Yes.he have good crickiting mind,ye good crickit mind
2168,0,Thx. All will be well in a few months,thx all well month
2170,0,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,can i pleas come up now imin town dontmatt if urgoin outl r
2171,0,I wont. So wat's wit the guys,i wont so wat wit guy
2172,0,Yavnt tried yet and never played original either,yavnt tri yet never play origin either
2173,0,"Hiya, had a good day? Have you spoken to since the weekend?",hiya good day have spoken sinc weekend
2174,0,See? I thought it all through,see i thought
2176,0,get ready to moan and scream :),get readi moan scream
2177,0,Oh k :)why you got job then whats up?,oh k got job what
2178,0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",i think you need go late school night especi one class one miss last wednesday probabl fail test friday
2179,0,And popping &lt;#&gt; ibuprofens was no help.,and pop lt gt ibuprofen help
2180,0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",babe how goe day what where i sip cappuccino think love i send kiss across sea
2181,0,Ok.,ok
2182,0,PS U no ur a grown up now right?,ps u ur grown right
2183,0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
2184,0,I know a few people I can hit up and fuck to the yes,i know peopl i hit fuck ye
2185,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,puriti friendship two smile read forward messag it smile see name gud evng
2186,0,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,so anyth specif i regard jaklin idk fuck
2187,0,Oh god. I'm gonna Google nearby cliffs now.,oh god i gonna googl nearbi cliff
2188,1,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,free camera phone linerent month cross ntwk min price txt bundl deal also avbl call call optout j mf
2189,0,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,yup shd haf ard page add figur got mani page
2190,0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ooh got gonna start belli danc moseley wed u want join cafe
2191,0,Thankyou so much for the call. I appreciate your care.,thankyou much call i appreci care
2192,0,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,congrat treat pend mail day mail thru respect mother home check mail
2193,0,I called but no one pick up e phone. I ask both of them already they said ok.,i call one pick e phone i ask alreadi said ok
2194,0,Hi my email address has changed now it is ,hi email address chang
2195,0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",v aluabl a ffection l oveabl e ternal n obl t ruth i ntimat n atur e namou happi valentin day advanc
2196,0,"Not much, just some textin'. How bout you?",not much textin how bout
2197,0,Bring it if you got it,bring got
2198,0,I'm in a movie. Call me 4 wat?,i movi call wat
2199,0,Not sure I have the stomach for it ...,not sure i stomach
2200,0,Haha... can... But i'm having dinner with my cousin...,haha but dinner cousin
2201,0,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",a boy late home hi father power of frndship
2202,0,"(And my man carlos is definitely coming by mu tonight, no excuses)",and man carlo definit come mu tonight excus
2203,0,soon you will have the real thing princess! Do i make you wet? :),soon real thing princess do make wet
2204,0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji pl favour pl convey birthday wish nimya pl today birthday
2205,0,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",haha leg neck kill amigo hope end night burn think i could swing like hour
2206,1,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",urgent your mobil no xxxxxxxxx bonu caller prize nd attempt reach you call asap box n qp ppm
2207,0,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,usual bodi take care buy make sure doesnt progress can pl continu talk saturday
2208,1,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",urgent your costa del sol holiday await collect call now toclaim sae tc pobox stockport sk xh cost pm max min
2209,0,"Hmm well, night night ",hmm well night night
2210,0,Just wanted to say holy shit you guys weren't kidding about this bud,just want say holi shit guy kid bud
2211,0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",just gettin bit arti collag mo well tryin ne way got roast min love shall enjoy
2212,0,"This is one of the days you have a billion classes, right?",thi one day billion class right
2213,0,"Goodmorning, today i am late for 2hrs. Because of back pain.",goodmorn today late hr becaus back pain
2214,0,Ok then i'll let him noe later n ask him call u tmr...,ok let noe later n ask call u tmr
2216,0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok walik ard do u wan buy anyth go ur hous
2217,0,* Will have two more cartons off u and is very pleased with shelves,will two carton u pleas shelv
2218,0,Nice talking to you! please dont forget my pix :) i want to see all of you...,nice talk pleas dont forget pix want see
2219,1,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,you won guarante cash prize to claim yr prize call custom servic repres pm cost p
2220,0,But really quite funny lor wat... Then u shd haf run shorter distance wat...,but realli quit funni lor wat then u shd haf run shorter distanc wat
2221,0,I notice you like looking in the shit mirror youre turning into a right freak,i notic like look shit mirror your turn right freak
2222,0,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,great i get worri just know wonder care person like best life know u r wonder god love
2223,1,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",thank rington order ref number k your mobil charg should tone arriv pleas call custom servic
2224,0,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",i prefer free day tue wed fri oso ask workin lor
2225,0,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,alrit jod how revis goin keri bin doin smidgin n e way u wanna cum colleg xx
2226,0,If you have belive me. Come to my home.,if beliv come home
2227,0,Oh k.k..where did you take test?,oh k k take test
2228,0,Those were my exact intentions,those exact intent
2229,0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha money leh later got go tuition haha look empti slot drive lesson
2230,0,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",hey thk juz go accordin wat discuss yest lor except kb sun co nt much lesson go attend kb sat
2231,0,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr pm
2232,0,Nothing just getting msgs by dis name wit different no's..,noth get msg di name wit differ
2234,0,What's your room number again? Wanna make sure I'm knocking on the right door,what room number wanna make sure i knock right door
2235,0,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,si como listen plaid album quit gd new air hilari also bought braindanc comp ofstuff aphex abel
2236,0,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,pl tell nelson bb longer comin the money expect aint come
2237,0,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",give someth drink take vomit temp might drop if unmit howev let know
2238,0,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,think sent text home phone that cant display text if still want send number
2239,0,Every day i use to sleep after  &lt;#&gt;  so only.,everi day use sleep lt gt
2240,0,K I'll call you when I'm close,k i call i close
2241,0,U buy newspapers already?,u buy newspap alreadi
2242,0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif si lor aft bath dog bath look like go rain soon
2243,0,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,boo i way mom she make tortilla soup yummmm
2244,0,No management puzzeles.,no manag puzzel
2245,0,How did you find out in a way that didn't include all of these details,how find way includ detail
2246,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",hi ya babe x u goten bout scammer get smart though regular vodafon respond get prem rate msg subscript other no use also bewar
2247,1,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,back work morro half term can u c nite sexi passion b i go back chat now luv dena call minmobsmorelkpobox hp fl
2248,0,will you like to be spoiled? :),like spoil
2249,1,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",thank rington order ref number r your mobil charg should tone arriv pleas call custom servic
2250,0,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,i get threat sale execut shifad rais complaint it offici messag
2251,0,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope thing went well doctor remind still need go u c littl thing left loung
2252,0,Den wat will e schedule b lk on sun?,den wat e schedul b lk sun
2253,0,Lol enjoy role playing much?,lol enjoy role play much
2254,0,Ok. Me watching tv too.,ok me watch tv
2255,0,I just lov this line: \Hurt me with the truth,i lov line hurt truth
2256,0,"Just checked out, heading out to drop off my stuff now",just check head drop stuff
2257,0,Here got lots of hair dresser fr china.,here got lot hair dresser fr china
2258,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad stori man last week b day my wife nt wish my parent forgot n kid i went work even colleagu wish
2259,0,Ill call you evening ill some ideas.,ill call even ill idea
2260,1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobil choos gr tone wk thi subscrit servic weekli tone cost p u one credit kick back enjoy
2261,0,Did you show him and wot did he say or could u not c him 4 dust?,did show wot say could u c dust
2262,0,It should take about  &lt;#&gt;  min,it take lt gt min
2263,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,not heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx
2266,1,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forward free entri weekli comp send word enter now t c www textcomp com
2267,0,Finish liao... U?,finish liao u
2268,1,88066 FROM 88066 LOST 3POUND HELP,from lost pound help
2269,0,Haha i think i did too,haha think
2270,0,U know we watchin at lido?,u know watchin lido
2271,0,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend someon lifetim may meaningless moment spent someon realli love mean life
2272,0,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesom i u coupl time who come
2273,0,Cold. Dont be sad dear,cold dont sad dear
2274,0,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think i could stop like hour my roommat look stock trip
2275,0,Is that on the telly? No its Brdget Jones!,is telli no brdget jone
2277,0,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello how r u im bore inev thought id get bore tv i tell someth excit happen anyth
2278,0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm bad news hype park plaza studio taken onli left bedrm
2279,0,"Sorry, I'll call later in meeting",sorri i call later meet
2280,0,R Ì_ comin back for dinner?,r comin back dinner
2281,0,"I hav almost reached. Call, i m unable to connect u.",i hav almost reach call unabl connect u
2282,0,Whom you waited for yesterday,whom wait yesterday
2283,0,I reach home safe n sound liao...,i reach home safe n sound liao
2284,0,"Velly good, yes please!",velli good ye pleas
2285,0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",hi wkend ok journey terribl wk good huge back log mark
2286,0,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,i two letter i copi co one messag speak soon
2287,0,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,alex know guy sell mid south tampa i think i could set like
2288,0,Dont you have message offer,dont messag offer
2289,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,had mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptx
2290,0,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",hey there babe how u doin wot u up nite love anni x
2291,0,Remind me how to get there and I shall do so,remind get i shall
2292,0,:-( that's not v romantic!,v romant
2293,0,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,hello damn christma thing i think decid keep mp doesnt work
2294,1,You have 1 new message. Please call 08718738034.,you new messag pleas call
2295,0,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,hi darlin im missin u hope you are have a good time when are u back and what time if u can give me a call at home jess xx
2296,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forward hi mailbox messag sm alert you messag you match pleas call back retriev messag match
2297,0,Draw va?i dont think so:),draw va dont think
2298,0,Dont pick up d call when something important is There to tell. Hrishi,dont pick call someth import there tell hrishi
2300,0,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,nothin come mind help buy hanger lor ur laptop heavi
2301,0,"&lt;#&gt; , that's all? Guess that's easy enough",lt gt guess easi enough
2302,0,We can make a baby in yo tho,we make babi yo tho
2303,0,Should I tell my friend not to come round til like  &lt;#&gt; ish?,should i tell friend come round til like lt gt ish
2304,0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r alway dear gud ni
2305,0,Still in the area of the restaurant. Ill try to come back soon,still area restaur ill tri come back soon
2306,0,"Aight that'll work, thanks",aight work thank
2308,1,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,mobi pub quiz win high street prize u know new duchess cornwal txt first name unsub stop sp arrow
2309,0,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",i sleep bag blanket paper phone detail anyth els
2310,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,you nokia thi get win free auction to take part send nokia hg suit land row w jhl
2311,1,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",congratul thank good friend u won xma prize claim easi call now onli p per minut bt nation rate
2312,1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",tddnewslett emc co uk more game thedailydraw dear helen dozen free game great prizeswith
2313,0,So what do you guys do.,so guy
2314,0,Also that chat was awesome but don't make it regular unless you can see her in person,also chat awesom make regular unless see person
2315,0,That's significant but dont worry.,that signific dont worri
2316,0,That's cause your old. I live to be high.,that caus old i live high
2317,0,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",waqt se pehl naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai
2318,0,On the way to office da..,on way offic da
2319,0,In which place do you want da.,in place want da
2320,0,This pain couldn't have come at a worse time.,thi pain come wors time
2322,0,Should I be stalking u?,should i stalk u
2323,0,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorri dude dont know forgot even dan remind sorri hope guy fun
2324,0,Ok lor.,ok lor
2325,0,Apps class varaya elaya.,app class varaya elaya
2327,1,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",urgent your mobil number won bonu caller prize thi nd attempt reach call asap box n qp ppm
2328,0,That day you asked about anand number. Why:-),that day ask anand number whi
2329,0,Am surfing online store. For offers do you want to buy any thing.,am surf onlin store for offer want buy thing
2330,0,Long beach lor. Expected... U having dinner now?,long beach lor expect u dinner
2331,0,At home by the way,at home way
2332,0,We are both fine. Thanks,we fine thank
2333,0,What happen to her tell the truth,what happen tell truth
2334,0,Do you like Italian food?,do like italian food
2335,0,Which is weird because I know I had it at one point,which weird i know i one point
2336,0,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",aww must nearli dead well jez iscom todo workand whilltak forev
2337,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friend plan valentin day lt url gt
2338,0,"Alright, see you in a bit",alright see bit
2339,0,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,cheer messag zogtoriu i stare phone age decid whether text
2340,0,I will take care of financial problem.i will help:),i take care financi problem help
2341,0,Tell dear what happen to you. Why you talking to me like an alian,tell dear happen whi talk like alian
2342,1,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,doubl min txt orang price linerent motorola sonyericsson b tooth free nokia free call mobileupd optout hv d
2345,0,"Hi this is yijue, can i meet u at 11 tmr?",hi yiju meet u tmr
2346,0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,it posibl dnt live lt gt centuri cm frwd n thnk differ
2347,0,But i dint slept in afternoon.,but dint slept afternoon
2348,0,That seems unnecessarily affectionate,that seem unnecessarili affection
2349,0,Yar else i'll thk of all sorts of funny things.,yar els thk sort funni thing
2351,1,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",download mani rington u like restrict choos u even send yr buddi txt sir
2352,0,Thats cool. How was your day?,that cool how day
2353,1,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,pleas call immedi urgent messag wait
2354,0,R we going with the  &lt;#&gt;  bus?,r go lt gt bu
2355,0,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",hello love how went day are alright i think sweet send jolt heart remind i love you can hear i scream across sea world hear ahmad al hallaq love own possess passion kiss
2356,0,No..he joined today itself.,no join today
2357,0,Okay same with me. Well thanks for the clarification,okay well thank clarif
2358,0,I'll talk to the others and probably just come early tomorrow then,i talk other probabl come earli tomorrow
2359,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logo pic
2360,0,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",had money issu weigh thank i breath easier i make sure dont regret thank
2361,0,Hi. I'm sorry i missed your call. Can you pls call back.,hi i sorri miss call can pl call back
2363,1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasi footbal back tv go sky gamestar sky activ play k dream team score start saturday regist sky opt out
2364,0,Ok then no need to tell me anything i am going to sleep good night,ok need tell anyth go sleep good night
2365,0,Ok try to do week end course in coimbatore.,ok tri week end cours coimbator
2366,1,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,tone club your sub expir sub repli monoc mono polyc poli weekli p per week txt stop stop thi msg free stream
2367,0,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),v nice off sheffield tom air opinion categori b use measur ethnic next censu busi transcrib
2368,0,If you r @ home then come down within 5 min,if r home come within min
2369,0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",a boy love gal he propsd bt didnt mind he gv lv lttr bt frnd threw thm again boy decid aproach gal dt time truck speed toward gal wn hit girl boy ran like hell n save she ask hw cn u run fast d boy repli boost secret energi n instantli girl shout energi n thi live happili gthr drink boost evrydi moral stori i hv free msg d gud ni
2370,0,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",that day say cut ur hair paragon call hair sens do noe much hair cut
2371,0,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",hmm mani unfortun pic obvious arent hot cake it kinda fun tho
2372,0,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,watch tv lor y funni bluff wat izzit thk imposs us
2373,1,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,xma prize draw we tri contact u today draw show prize guarante call land line valid hr
2374,0,Dunno lei he neva say...,dunno lei neva say
2375,0,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx day u r goodmat i think ur rite sari asusu u cheer me up love u franyxxxxx
2376,0,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,i way home went chang batt watch go shop bit lor
2377,1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,ye the place town meet excit adult singl uk txt chat p msg
2378,0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobil lt gt ad contact list www fullonsm com it great place send free sm peopl for visit fullonsm com
